997;1044010;3;Bs.;0.00;2021-10-06 00:00:00;2021-10-06 00:00:00;00-0096596;12347.70;0.00;12347.70;FC;0
999;1044012;3;Bs.;0.00;2021-10-06 00:00:00;2021-10-06 00:00:00;00-0096598;13666.50;0.00;13666.50;FC;0
1000;1044011;3;Bs.;0.00;2021-10-06 00:00:00;2021-10-06 00:00:00;00-0096597;27821.00;0.00;27821.00;FC;0
1001;00004294;65;Bs.;0.00;2021-10-07 00:00:00;2021-10-07 00:00:00;00-0004548;34948.98;0.00;34948.98;FC;0
1012;024414;53;Bs.;0.00;2021-10-05 00:00:00;2021-10-05 00:00:00;00-0027546;14156.46;0.00;14156.46;FC;0
1015;61071870;13;Bs.;0.00;2021-10-11 00:00:00;2021-10-11 00:00:00;00-161311;17040.00;0.00;17040.00;FC;0
1016;61071872;13;Bs.;0.00;2021-10-11 00:00:00;2021-10-11 00:00:00;00-161313;21670.20;0.00;21670.20;FC;0
1017;61071873;13;Bs.;0.00;2021-10-11 00:00:00;2021-10-11 00:00:00;00-161314;7722.00;0.00;7722.00;FC;0
1018;61071875;13;Bs.;0.00;2021-10-11 00:00:00;2021-10-11 00:00:00;00-161316;4500.00;720.00;5220.00;FC;0
1019;61071874;13;Bs.;0.00;2021-10-11 00:00:00;2021-10-11 00:00:00;00-161315;60009.00;0.00;60009.00;FC;0
1020;61071876;13;Bs.;0.00;2021-10-11 00:00:00;2021-10-11 00:00:00;00-161317;12684.00;0.00;12684.00;FC;0
1023;62707;66;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-00039704;8068.28;0.00;8068.28;FC;0
1032;024634;53;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0027768;14957.50;0.00;14957.50;FC;0
1043;1000031818;41;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0045809;16110.24;0.00;16110.24;FC;0
1044;1000031819;41;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0045810;11514.72;0.00;11514.72;FC;0
1045;1000031820;41;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0045811;13608.00;0.00;13608.00;FC;0
1046;1000031821;41;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0045812;3240.00;0.00;3240.00;FC;0
1049;024907;53;Bs.;0.00;2021-10-19 00:00:00;2021-10-19 00:00:00;00-0028042;23964.00;0.00;23964.00;FC;0
1058;00080960;17;Bs.;0.00;2021-10-14 00:00:00;2021-10-14 00:00:00;00-048208;44310.03;0.00;44310.03;FC;0
1059;00080959;17;Bs.;0.00;2021-10-14 00:00:00;2021-10-14 00:00:00;00-048207;13243.10;0.00;13243.10;FC;0
1063;610103927;13;Bs.;0.00;2021-10-29 00:00:00;2021-10-29 00:00:00;00-162292;34000.00;0.00;34000.00;FC;0
1066;00004780;65;Bs.;0.00;2021-10-28 00:00:00;2021-10-28 00:00:00;00-0005034;23481.50;0.00;23481.50;FC;0
1074;1000032206;41;Bs.;0.00;2021-10-29 00:00:00;2021-10-29 00:00:00;00-0046284;1296.00;207.36;1503.36;FC;0
1075;1000032205;41;Bs.;0.00;2021-10-29 00:00:00;2021-10-29 00:00:00;00-0046283;12843.60;0.00;12843.60;FC;0
1076;00058920;4;Bs.;0.00;2021-10-29 00:00:00;2021-10-29 00:00:00;00-0039677;10124.00;0.00;10124.00;FC;0
1079;1172;28;Bs.;0.00;2021-11-10 00:00:00;2021-11-10 00:00:00;00-00001244;11534.40;1845.50;13379.90;FC;0
1084;5204;65;Bs.;0.00;2021-11-12 00:00:00;2021-11-12 00:00:00;00-0005458;32260.00;0.00;32260.00;FC;0
1087;1045393;3;Bs.;0.00;2021-11-12 00:00:00;2021-11-12 00:00:00;00-0098088;26179.20;0.00;26179.20;FC;0
1088;1045412;3;Bs.;0.00;2021-11-12 00:00:00;2021-11-12 00:00:00;00-0098107;38528.12;0.00;38528.12;FC;0
1089;1045392;3;Bs.;0.00;2021-11-12 00:00:00;2021-11-12 00:00:00;00-0098087;22713.00;0.00;22713.00;FC;0
1090;4015411;3;Bs.;0.00;2021-11-11 00:00:00;2021-11-11 00:00:00;00-0098106;12214.00;0.00;12214.00;FC;0
1091;1045391;3;Bs.;0.00;2021-11-12 00:00:00;2021-11-12 00:00:00;00-0098086;12214.00;0.00;12214.00;FC;0
1110;7000165848;45;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0186315;44898.92;0.00;44898.92;FC;0
1109;7000165844;45;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0186313;8049.60;0.00;8049.60;FC;0
1108;7000165845;45;Bs.;0.00;2021-10-07 00:00:00;2021-10-07 00:00:00;00-0186312;899.52;0.00;899.52;FC;0
1111;7000165851;45;Bs.;0.00;2021-10-07 00:00:00;2021-10-07 00:00:00;00-0186318;9226.80;0.00;9226.80;FC;0
1115;1000458838;40;Bs.;0.00;2021-10-07 00:00:00;2021-10-07 00:00:00;00-0345605;16710.44;0.00;16710.44;FC;0
1116;1000458898;40;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0345665;5583.60;0.00;5583.60;FC;0
1117;1000458842;40;Bs.;0.00;2021-10-13 00:00:00;2021-10-13 00:00:00;00-0345609;4625.45;0.00;4625.45;FC;0
1118;1000458841;40;Bs.;0.00;2021-10-07 00:00:00;2021-10-07 00:00:00;00-0345608;23450.68;0.00;23450.68;FC;0
1119;1045602;3;Bs.;0.00;2021-11-16 00:00:00;2021-11-16 00:00:00;00-0098303;26179.20;0.00;26179.20;FC;0
1133;0000002063;23;Bs.;0.00;2021-11-18 00:00:00;2021-11-18 00:00:00;00-002613;8390.40;0.00;8390.40;FC;0
1134;1000458837;40;Bs.;0.00;2021-10-07 00:00:00;2021-10-07 00:00:00;00-0345604;427.20;0.00;427.20;FC;0
1135;7000165847;45;Bs.;0.00;2021-10-07 00:00:00;2021-10-07 00:00:00;00-0186314;1914.00;0.00;1914.00;FC;0
1141;1184;28;Bs.;0.00;2021-11-22 00:00:00;2021-11-22 00:00:00;00-00001261;19628.40;3140.54;22768.94;FC;0
1143;912116;10;Bs.;0.00;2021-11-23 00:00:00;2021-11-23 00:00:00;00-0166359;32733.60;0.00;32733.60;FC;0
1161;1400081919;49;Bs.;0.00;2021-12-02 00:00:00;2021-12-02 00:00:00;00-0085025;5016.00;0.00;5016.00;FC;0
1163;1000032973;41;Bs.;0.00;2021-12-02 00:00:00;2021-12-02 00:00:00;00-0047218;19166.68;0.00;19166.68;FC;0
1164;1000032972;41;Bs.;0.00;2021-12-02 00:00:00;2021-12-02 00:00:00;00-0047217;19519.20;0.00;19519.20;FC;0
1177;2383;19;Bs.;0.00;2021-12-16 00:00:00;2021-12-16 00:00:00;00-002633;22128.00;0.00;22128.00;FC;0
1180;00081986;17;Bs.;0.00;2021-12-13 00:00:00;2021-12-13 00:00:00;00-049670;17247.84;0.00;17247.84;FC;0
1189;2388;19;Bs.;4.60;2022-01-05 00:00:00;2022-01-05 00:00:00;00-002638;42504.00;0.00;42504.00;FC;0
1190;2390;19;Bs.;0.00;2022-01-06 00:00:00;2022-01-06 00:00:00;00-002641;3696.00;0.00;3696.00;FC;0
1191;2397;19;Bs.;0.00;2022-01-11 00:00:00;2022-01-11 00:00:00;2397;74080.00;0.00;74080.00;FC;0
1195;2400;19;Bs.;0.00;2022-01-13 00:00:00;2022-01-13 00:00:00;2400;37120.00;0.00;37120.00;FC;0
1200;1321;28;Bs.;0.00;2022-01-17 00:00:00;2022-01-17 00:00:00;00-00001400;4008.96;641.43;4650.39;FC;0
1201;2406;19;Bs.;0.00;2022-01-17 00:00:00;2022-01-17 00:00:00;00-002656;22272.00;0.00;22272.00;FC;0
1202;2405;19;Bs.;0.00;2022-01-17 00:00:00;2022-01-17 00:00:00;00-002655;61712.00;0.00;61712.00;FC;0
1219;1000033666;41;Bs.;0.00;2022-01-20 00:00:00;2022-01-20 00:00:00;00-0048097;;;;FC;1
1220;1000033667;41;Bs.;0.00;2022-01-20 00:00:00;2022-01-20 00:00:00;00-0048098;4269.60;683.14;4952.74;FC;0
1221;1000033666;41;Bs.;0.00;2022-01-20 00:00:00;2022-01-20 00:00:00;00-0048097;25345.68;0.00;25345.68;FC;0
1226;1047852;3;Bs.;0.00;2022-01-20 00:00:00;2022-01-20 00:00:00;00-010646;8294.23;0.00;8294.23;FC;0
1227;1047851;3;Bs.;0.00;2022-01-20 00:00:00;2022-01-20 00:00:00;00-0100645;22181.00;0.00;22181.00;FC;0
1230;00002420;19;Bs.;0.00;2022-01-28 00:00:00;2022-01-28 00:00:00;00-002670;56179.20;0.00;56179.20;FC;0
1240;2427;19;Bs.;0.00;2022-02-02 00:00:00;2022-02-02 00:00:00;00-002677;35112.00;0.00;35112.00;FC;0
1241;912738;10;Bs.;0.00;2022-01-28 00:00:00;2022-01-28 00:00:00;00-0167481;1679.04;0.00;1679.04;FC;0
1242;912737;10;Bs.;0.00;2022-01-28 00:00:00;2022-01-28 00:00:00;00-0167480;35403.84;353.28;35757.12;FC;0
1244;00149302;25;Bs.;0.00;2022-01-25 00:00:00;2022-01-25 00:00:00;00-097307;16522.43;0.00;16522.43;FC;0
1245;00149301;25;Bs.;0.00;2022-01-25 00:00:00;2022-01-25 00:00:00;00-097306;20550.51;0.00;20550.51;FC;0
1246;00149303;25;Bs.;0.00;2022-01-25 00:00:00;2022-01-25 00:00:00;00-097308;3667.20;0.00;3667.20;FC;0
1258;1048436;3;Bs.;0.00;2022-02-03 00:00:00;2022-02-03 00:00:00;00-0101267;2025.00;0.00;2025.00;FC;0
1259;1048406;3;Bs.;0.00;2022-02-03 00:00:00;2022-02-03 00:00:00;00-0101237;20613.00;0.00;20613.00;FC;0
1268;1048589;3;Bs.;0.00;2022-02-08 00:00:00;2022-02-08 00:00:00;00-0101443;28500.00;0.00;28500.00;FC;0
1270;00007324;65;Bs.;0.00;2022-02-07 00:00:00;2022-02-07 00:00:00;00-0007577;8815.00;0.00;8815.00;FC;0
1278;1000461248;40;Bs.;0.00;2022-01-26 00:00:00;2022-01-26 00:00:00;00-0356054;1230.00;0.00;1230.00;FC;0
1279;7000167030;45;Bs.;0.00;2022-01-26 00:00:00;2022-01-26 00:00:00;00-0191601;6278.88;0.00;6278.88;FC;0
1280;7000167023;45;Bs.;0.00;2022-01-26 00:00:00;2022-01-26 00:00:00;00-0191594;3497.44;121.04;3618.48;FC;0
1281;7000167022;45;Bs.;0.00;2022-01-26 00:00:00;2022-01-26 00:00:00;00-0191593;;;;FC;0
1282;1000461249;40;Bs.;0.00;2022-01-26 00:00:00;2022-01-26 00:00:00;00-0356055;14017.86;0.00;14017.86;FC;0
1295;00149856;25;Bs.;0.00;2022-02-10 00:00:00;2022-02-10 00:00:00;00-097932;30929.45;0.00;30929.45;FC;0
1314;1049261;3;Bs.;0.00;2022-02-24 00:00:00;2022-02-24 00:00:00;00-0102208;45627.00;0.00;45627.00;FC;0
1318;1049259;3;Bs.;0.00;2022-02-24 00:00:00;2022-02-24 00:00:00;00-0102206;99146.00;0.00;99146.00;FC;0
1320;1049260;3;Bs.;0.00;2022-02-24 00:00:00;2022-02-24 00:00:00;00-0102207;35290.50;0.00;35290.50;FC;0
1321;6000066926;69;Bs.;0.00;2022-02-24 00:00:00;2022-02-24 00:00:00;00-0514980;1842.00;294.72;2136.72;FC;0
1322;6000066858;69;Bs.;0.00;2022-02-23 00:00:00;2022-02-23 00:00:00;00-0514879;1663.32;266.13;1929.45;FC;0
1323;6000066857;69;Bs.;0.00;2022-02-23 00:00:00;2022-02-23 00:00:00;00-0514878;6703.40;1072.54;7775.94;FC;0
1342;1400082117;49;Bs.;0.00;2022-02-25 00:00:00;2022-02-25 00:00:00;00-0085265;10710.00;0.00;10710.00;FC;0
1344;1000034388;41;Bs.;0.00;2022-02-25 00:00:00;2022-02-25 00:00:00;00-0048972;24233.64;0.00;24233.64;FC;0
1345;1000034389;41;Bs.;0.00;2022-02-25 00:00:00;2022-02-25 00:00:00;00-0048973;25425.84;0.00;25425.84;FC;0
1346;1000034390;41;Bs.;0.00;2022-02-25 00:00:00;2022-02-25 00:00:00;00-0048974;2394.00;0.00;2394.00;FC;0
1359;6000067118;69;Bs.;0.00;2022-03-15 00:00:00;2022-03-15 00:00:00;00-0515361;895.20;143.23;1038.43;FC;0
1361;1050130;3;Bs.;0.00;2022-03-17 00:00:00;2022-03-17 00:00:00;00-0103100;14490.00;0.00;14490.00;FC;0
1377;61074290;13;Bs.;0.00;2022-03-21 00:00:00;2022-03-21 00:00:00;00-170434;6078.24;0.00;6078.24;FC;0
1378;61074291;13;Bs.;0.00;2022-03-21 00:00:00;2022-03-21 00:00:00;00-170435;8900.64;0.00;8900.64;FC;0
1397;61074340;13;Bs.;0.00;2022-03-29 00:00:00;2022-03-29 00:00:00;00-170487;22817.64;0.00;22817.64;FC;0
1398;61074341;13;Bs.;0.00;2022-03-28 00:00:00;2022-03-28 00:00:00;00-170488;15243.60;0.00;15243.60;FC;0
1399;61074342;13;Bs.;0.00;2022-03-28 00:00:00;2022-03-28 00:00:00;00-170489;22864.20;0.00;22864.20;FC;0
1408;6000067816;69;Bs.;0.00;2022-03-30 00:00:00;2022-03-30 00:00:00;00-0516315;2639.82;422.37;3062.19;FC;0
1423;2488;19;Bs.;0.00;2022-03-29 00:00:00;2022-03-29 00:00:00;00-002738;0.00;0.00;0.00;FC;0
1442;6000068149;69;Bs.;0.00;2022-04-18 00:00:00;2022-04-18 00:00:00;00-0516849;422.40;67.58;489.98;FC;0
1452;1051774;3;Bs.;0.00;2022-04-26 00:00:00;2022-04-26 00:00:00;00-0104850;41361.00;0.00;41361.00;FC;0
1453;1051775;3;Bs.;0.00;2022-04-27 00:00:00;2022-04-27 00:00:00;00-0104851;34598.64;0.00;34598.64;FC;0
1454;1051776;3;Bs.;0.00;2022-04-26 00:00:00;2022-04-26 00:00:00;00-0104852;28112.00;0.00;28112.00;FC;0
1460;2528;19;Bs.;0.00;2022-04-29 00:00:00;2022-04-29 00:00:00;00-002778;19419.25;0.00;19419.25;FC;0
1463;6000068634;69;Bs.;0.00;2022-04-28 00:00:00;2022-04-28 00:00:00;00-0517434;4917.63;725.34;5642.97;FC;0
1468;00152431;25;Bs.;0.00;2022-04-28 00:00:00;2022-04-28 00:00:00;00-101285;27102.34;0.00;27102.34;FC;0
1469;00152432;25;Bs.;0.00;2022-04-28 00:00:00;2022-04-28 00:00:00;00-101286;25252.31;0.00;25252.31;FC;0
1470;00152433;25;Bs.;0.00;2022-04-28 00:00:00;2022-04-28 00:00:00;00-101287;14599.37;383.62;14982.99;FC;0
1471;00152489;25;Bs.;0.00;2022-04-28 00:00:00;2022-04-28 00:00:00;00-101293;3599.49;0.00;3599.49;FC;0
1472;00152439;25;Bs.;0.00;2022-04-28 00:00:00;2022-04-28 00:00:00;00-101293;7294.82;0.00;7294.82;FC;0
1481;1052245;3;Bs.;0.00;2022-05-05 00:00:00;2022-05-05 00:00:00;00-0105403;2732.40;0.00;2732.40;FC;0
1489;1000463574;40;Bs.;0.00;2022-05-09 00:00:00;2022-05-09 00:00:00;00-0358422;43250.80;0.00;43250.80;FC;0
1490;1000463575;40;Bs.;0.00;2022-05-09 00:00:00;2022-05-09 00:00:00;00-0358423;9888.60;0.00;9888.60;FC;0
